,appid,average_playtime,median_playtime,standard_deviation
11536,544180,242.0,272.0,0.0
11537,544190,0.0,0.0,0.0
11538,544220,0.0,0.0,0.0
11539,544290,0.0,0.0,0.0
11540,544310,121.0,121.0,0.0
11541,544330,94.0,118.0,0.0
11542,544370,0.0,0.0,0.0
11543,544380,0.0,0.0,0.0
11544,544390,0.0,0.0,0.0
11545,544400,0.0,0.0,0.0
11546,544410,0.0,0.0,0.0
11547,544420,1.0,1.0,0.0
11548,544440,0.0,0.0,0.0
11549,544480,0.0,0.0,0.0
11550,544520,0.0,0.0,0.0
11551,544530,0.0,0.0,0.0
11552,544540,0.0,0.0,0.0
11553,544550,3233.0,4876.0,0.0
11554,544580,0.0,0.0,0.0
11555,544590,4.0,4.0,0.0
11556,544600,0.0,0.0,0.0
11557,544610,544.0,544.0,0.0
11558,544630,7.0,7.0,0.0
11559,544650,0.0,0.0,0.0
11560,544680,0.0,0.0,0.0
11561,544710,0.0,0.0,0.0
11562,544730,16710.0,16710.0,0.0
11563,544750,184.0,305.0,0.0
11564,544790,0.0,0.0,0.0
11565,544800,3.0,3.0,0.0
11566,544810,0.0,0.0,0.0
11567,544820,0.0,0.0,0.0
11568,544840,6.0,6.0,0.0
11569,544870,0.0,0.0,0.0
11570,544920,160.0,82.0,0.0
11571,544970,0.0,0.0,0.0
11572,544990,0.0,0.0,0.0
11573,545000,0.0,0.0,0.0
11574,545010,0.0,0.0,0.0
11575,545030,0.0,0.0,0.0
11576,545040,0.0,0.0,0.0
11577,545050,0.0,0.0,0.0
11578,545060,0.0,0.0,0.0
11579,545130,0.0,0.0,0.0
11580,545150,205.0,212.0,0.0
11581,545180,0.0,0.0,0.0
11582,545200,0.0,0.0,0.0
11583,545250,271.0,271.0,0.0
11584,545280,201.0,212.0,0.0
11585,545320,249.0,282.0,0.0
11586,545330,0.0,0.0,0.0
11587,545340,0.0,0.0,0.0
11588,545360,221.0,233.0,0.0
11589,545370,227.0,238.0,0.0
11590,545400,0.0,0.0,0.0
11591,545410,480.0,587.0,0.0
11592,545430,1.0,1.0,0.0
11593,545470,232.0,252.0,0.0
11594,545490,0.0,0.0,0.0
11595,545540,93.0,93.0,0.0
11596,545560,259.0,259.0,0.0
11597,545570,0.0,0.0,0.0
11598,545580,187.0,187.0,0.0
11599,545590,250.0,264.0,0.0
11600,545600,0.0,0.0,0.0
11601,545620,0.0,0.0,0.0
11602,545640,0.0,0.0,0.0
11603,545660,0.0,0.0,0.0
11604,545670,0.0,0.0,0.0
11605,545690,9.0,9.0,0.0
11606,545700,219.0,228.0,0.0
11607,545720,0.0,0.0,0.0
11608,545750,0.0,0.0,0.0
11609,545800,0.0,0.0,0.0
11610,545820,0.0,0.0,0.0
11611,545830,0.0,0.0,0.0
11612,545840,0.0,0.0,0.0
11613,545850,0.0,0.0,0.0
11614,545860,281.0,281.0,0.0
11615,545890,0.0,0.0,0.0
11616,545920,0.0,0.0,0.0
11617,545930,0.0,0.0,0.0
11618,545940,0.0,0.0,0.0
11619,545960,0.0,0.0,0.0
11620,545980,0.0,0.0,0.0
11621,546030,0.0,0.0,0.0
11622,546040,0.0,0.0,0.0
11623,546050,231.0,231.0,0.0
11624,546070,26.0,26.0,0.0
11625,546080,0.0,0.0,0.0
11626,546090,0.0,0.0,0.0
11627,546100,0.0,0.0,0.0
11628,546110,0.0,0.0,0.0
11629,546150,0.0,0.0,0.0
11630,546160,0.0,0.0,0.0
11631,546170,0.0,0.0,0.0
11632,546180,0.0,0.0,0.0
11633,546200,272.0,272.0,0.0
11634,546210,0.0,0.0,0.0
11635,546220,0.0,0.0,0.0
11636,546230,0.0,0.0,0.0
11637,546240,0.0,0.0,0.0
11638,546330,0.0,0.0,0.0
11639,546340,211.0,229.0,0.0
11640,546350,35.0,35.0,0.0
11641,546380,4122.0,4122.0,0.0
11642,546390,5.0,8.0,0.0
11643,546400,201.0,208.0,0.0
11644,546410,0.0,0.0,0.0
11645,546430,242.0,242.0,0.0
11646,546440,0.0,0.0,0.0
11647,546460,0.0,0.0,0.0
11648,546490,275.0,275.0,0.0
11649,546550,0.0,0.0,0.0
11650,546600,0.0,0.0,0.0
11651,546610,0.0,0.0,0.0
11652,546650,0.0,0.0,0.0
11653,546660,292.0,311.0,0.0
11654,546700,281.0,272.0,0.0
11655,546780,0.0,0.0,0.0
11656,546790,0.0,0.0,0.0
11657,546800,0.0,0.0,0.0
11658,546820,0.0,0.0,0.0
11659,546870,0.0,0.0,0.0
11660,546900,0.0,0.0,0.0
11661,546930,205.0,222.0,0.0
11662,546960,0.0,0.0,0.0
11663,546980,226.0,249.0,0.0
11664,546990,263.0,276.0,0.0
11665,547000,0.0,0.0,0.0
11666,547010,0.0,0.0,0.0
11667,547040,0.0,0.0,0.0
11668,547050,0.0,0.0,0.0
11669,547090,375.0,375.0,0.0
11670,547120,0.0,0.0,0.0
11671,547140,0.0,0.0,0.0
11672,547200,0.0,0.0,0.0
11673,547210,180.0,180.0,0.0
11674,547250,0.0,0.0,0.0
11675,547260,0.0,0.0,0.0
11676,547310,274.0,274.0,0.0
11677,547340,223.0,223.0,0.0
11678,547360,0.0,0.0,0.0
11679,547390,0.0,0.0,0.0
11680,547440,0.0,0.0,0.0
11681,547470,356.0,356.0,0.0
11682,547480,0.0,0.0,0.0
11683,547520,0.0,0.0,0.0
11684,547540,0.0,0.0,0.0
11685,547590,0.0,0.0,0.0
11686,547680,209.0,187.0,0.0
11687,547710,293.0,310.0,0.0
11688,547730,0.0,0.0,0.0
11689,547740,0.0,0.0,0.0
11690,547750,0.0,0.0,0.0
11691,547820,0.0,0.0,0.0
11692,547840,0.0,0.0,0.0
11693,547850,0.0,0.0,0.0
11694,547860,72.0,72.0,0.0
11695,547870,0.0,0.0,0.0
11696,547880,0.0,0.0,0.0
11697,547900,0.0,0.0,0.0
11698,547910,0.0,0.0,0.0
11699,547920,0.0,0.0,0.0
11700,547930,0.0,0.0,0.0
11701,547960,197.0,219.0,0.0
11702,547970,0.0,0.0,0.0
11703,547980,0.0,0.0,0.0
11704,547990,0.0,0.0,0.0
11705,548020,0.0,0.0,0.0
11706,548050,0.0,0.0,0.0
11707,548080,262.0,262.0,0.0
11708,548090,0.0,0.0,0.0
11709,548110,0.0,0.0,0.0
11710,548130,0.0,0.0,0.0
11711,548170,0.0,0.0,0.0
11712,548220,0.0,0.0,0.0
11713,548230,0.0,0.0,0.0
11714,548260,0.0,0.0,0.0
11715,548280,0.0,0.0,0.0
11716,548290,0.0,0.0,0.0
11717,548320,0.0,0.0,0.0
11718,548330,0.0,0.0,0.0
11719,548340,0.0,0.0,0.0
11720,548350,0.0,0.0,0.0
11721,548360,0.0,0.0,0.0
11722,548370,74.0,74.0,0.0
11723,548390,0.0,0.0,0.0
11724,548430,3350.0,4384.0,0.0
11725,548450,0.0,0.0,0.0
11726,548470,0.0,0.0,0.0
11727,548480,285.0,382.0,0.0
11728,548500,224.0,224.0,0.0
11729,548560,0.0,0.0,0.0
11730,548650,0.0,0.0,0.0
11731,548680,0.0,0.0,0.0
11732,548710,420.0,429.0,0.0
11733,548720,0.0,0.0,0.0
11734,548740,0.0,0.0,0.0
11735,548810,0.0,0.0,0.0
11736,548840,0.0,0.0,0.0
11737,548860,0.0,0.0,0.0
11738,548890,0.0,0.0,0.0
11739,548900,0.0,0.0,0.0
11740,549000,0.0,0.0,0.0
11741,549030,0.0,0.0,0.0
11742,549080,0.0,0.0,0.0
11743,549090,0.0,0.0,0.0
11744,549100,203.0,203.0,0.0
11745,549160,0.0,0.0,0.0
11746,549170,0.0,0.0,0.0
11747,549180,0.0,0.0,0.0
11748,549190,0.0,0.0,0.0
11749,549240,0.0,0.0,0.0
11750,549260,0.0,0.0,0.0
11751,549280,0.0,0.0,0.0
11752,549390,0.0,0.0,0.0
11753,549400,0.0,0.0,0.0
11754,549660,0.0,0.0,0.0
11755,549670,0.0,0.0,0.0
11756,549700,0.0,0.0,0.0
11757,549740,0.0,0.0,0.0
11758,549760,0.0,0.0,0.0
11759,549770,0.0,0.0,0.0
11760,549780,0.0,0.0,0.0
11761,549790,0.0,0.0,0.0
11762,549810,210.0,210.0,0.0
11763,549850,0.0,0.0,0.0
11764,549860,0.0,0.0,0.0
11765,549880,0.0,0.0,0.0
11766,549900,0.0,0.0,0.0
11767,549910,0.0,0.0,0.0
11768,549920,0.0,0.0,0.0
11769,549950,0.0,0.0,0.0
11770,550010,250.0,250.0,0.0
11771,550080,266.0,266.0,0.0
11772,550160,0.0,0.0,0.0
11773,550170,0.0,0.0,0.0
11774,550180,0.0,0.0,0.0
11775,550200,0.0,0.0,0.0
11776,550220,0.0,0.0,0.0
11777,550240,0.0,0.0,0.0
11778,550310,0.0,0.0,0.0
11779,550340,0.0,0.0,0.0
11780,550360,0.0,0.0,0.0
11781,550390,0.0,0.0,0.0
11782,550400,0.0,0.0,0.0
11783,550440,0.0,0.0,0.0
11784,550450,0.0,0.0,0.0
11785,550470,52.0,76.0,0.0
11786,550520,9.0,9.0,0.0
11787,550560,0.0,0.0,0.0
11788,550580,187.0,187.0,0.0
11789,550590,0.0,0.0,0.0
11790,550600,0.0,0.0,0.0
11791,550650,1835.0,42.0,0.0
11792,550670,272.0,303.0,0.0
11793,550740,0.0,0.0,0.0
11794,550810,0.0,0.0,0.0
11795,550820,0.0,0.0,0.0
11796,550840,231.0,231.0,0.0
11797,550870,0.0,0.0,0.0
11798,550890,325.0,325.0,0.0
11799,550900,2225.0,791.0,0.0
11800,550930,0.0,0.0,0.0
11801,550990,0.0,0.0,0.0
11802,551050,0.0,0.0,0.0
11803,551060,0.0,0.0,0.0
11804,551080,231.0,231.0,0.0
11805,551100,0.0,0.0,0.0
11806,551110,127.0,131.0,0.0
11807,551150,0.0,0.0,0.0
11808,551160,0.0,0.0,0.0
11809,551170,2616.0,2616.0,0.0
11810,551190,0.0,0.0,0.0
11811,551320,0.0,0.0,0.0
11812,551360,0.0,0.0,0.0
11813,551380,0.0,0.0,0.0
11814,551440,0.0,0.0,0.0
11815,551450,234.0,234.0,0.0
11816,551500,0.0,0.0,0.0
11817,551520,276.0,276.0,0.0
11818,551550,212.0,225.0,0.0
11819,551570,1.0,1.0,0.0
11820,551580,0.0,0.0,0.0
11821,551610,0.0,0.0,0.0
11822,551630,0.0,0.0,0.0
11823,551650,0.0,0.0,0.0
11824,551670,260.0,260.0,0.0
11825,551680,244.0,244.0,0.0
11826,551690,0.0,0.0,0.0
11827,551700,0.0,0.0,0.0
11828,551730,3315.0,3315.0,0.0
11829,551750,0.0,0.0,0.0
11830,551770,235.0,235.0,0.0
11831,551780,0.0,0.0,0.0
11832,551840,0.0,0.0,0.0
11833,551860,209.0,317.0,0.0
11834,551930,230.0,230.0,0.0
11835,551960,0.0,0.0,0.0
11836,552000,0.0,0.0,0.0
11837,552030,0.0,0.0,0.0
11838,552060,0.0,0.0,0.0
11839,552080,0.0,0.0,0.0
11840,552100,1683.0,2193.0,0.0
11841,552110,1334.0,1687.0,0.0
11842,552120,0.0,0.0,0.0
11843,552130,0.0,0.0,0.0
11844,552140,0.0,0.0,0.0
11845,552150,0.0,0.0,0.0
11846,552160,0.0,0.0,0.0
11847,552200,0.0,0.0,0.0
11848,552210,0.0,0.0,0.0
11849,552220,0.0,0.0,0.0
11850,552230,0.0,0.0,0.0
11851,552240,0.0,0.0,0.0
11852,552270,0.0,0.0,0.0
11853,552280,0.0,0.0,0.0
11854,552300,0.0,0.0,0.0
11855,552310,0.0,0.0,0.0
11856,552330,0.0,0.0,0.0
11857,552340,0.0,0.0,0.0
11858,552350,0.0,0.0,0.0
11859,552370,0.0,0.0,0.0
11860,552380,0.0,0.0,0.0
11861,552390,0.0,0.0,0.0
11862,552400,0.0,0.0,0.0
11863,552410,0.0,0.0,0.0
11864,552440,62.0,83.0,0.0
11865,552450,46.0,46.0,0.0
11866,552460,64.0,64.0,0.0
11867,552500,2025.0,1024.0,0.0
11868,552520,1869.0,1694.0,0.0
11869,552540,0.0,0.0,0.0
11870,552550,0.0,0.0,0.0
11871,552570,192.0,192.0,0.0
11872,552580,0.0,0.0,0.0
11873,552590,147.0,260.0,0.0
11874,552610,0.0,0.0,0.0
11875,552620,17.0,17.0,0.0
11876,552630,0.0,0.0,0.0
11877,552660,0.0,0.0,0.0
11878,552670,0.0,0.0,0.0
11879,552690,0.0,0.0,0.0
11880,552700,519.0,561.0,0.0
11881,552720,0.0,0.0,0.0
11882,552780,209.0,209.0,0.0
11883,552800,0.0,0.0,0.0
11884,552870,0.0,0.0,0.0
11885,552880,0.0,0.0,0.0
11886,552900,446.0,446.0,0.0
11887,552910,0.0,0.0,0.0
11888,552920,0.0,0.0,0.0
11889,552940,0.0,0.0,0.0
11890,552960,0.0,0.0,0.0
11891,552970,0.0,0.0,0.0
11892,552990,341.0,135.0,0.0
11893,553000,0.0,0.0,0.0
11894,553020,0.0,0.0,0.0
11895,553040,0.0,0.0,0.0
11896,553050,0.0,0.0,0.0
11897,553100,0.0,0.0,0.0
11898,553110,0.0,0.0,0.0
11899,553130,0.0,0.0,0.0
11900,553150,0.0,0.0,0.0
11901,553180,0.0,0.0,0.0
11902,553210,133.0,133.0,0.0
11903,553260,0.0,0.0,0.0
11904,553290,0.0,0.0,0.0
11905,553310,343.0,343.0,0.0
11906,553320,0.0,0.0,0.0
11907,553330,0.0,0.0,0.0
11908,553340,292.0,292.0,0.0
11909,553350,0.0,0.0,0.0
11910,553410,0.0,0.0,0.0
11911,553430,0.0,0.0,0.0
11912,553440,0.0,0.0,0.0
11913,553450,0.0,0.0,0.0
11914,553470,0.0,0.0,0.0
11915,553480,121.0,121.0,0.0
11916,553490,0.0,0.0,0.0
11917,553520,0.0,0.0,0.0
11918,553530,0.0,0.0,0.0
11919,553560,0.0,0.0,0.0
11920,553570,0.0,0.0,0.0
11921,553590,0.0,0.0,0.0
11922,553610,0.0,0.0,0.0
11923,553630,0.0,0.0,0.0
11924,553640,294.0,297.0,0.0
11925,553660,29.0,29.0,0.0
11926,553680,0.0,0.0,0.0
11927,553690,0.0,0.0,0.0
11928,553740,0.0,0.0,0.0
11929,553760,0.0,0.0,0.0
11930,553780,0.0,0.0,0.0
11931,553790,2170.0,3948.0,0.0
11932,553800,0.0,0.0,0.0
11933,553820,264.0,264.0,0.0
11934,553830,0.0,0.0,0.0
11935,553880,25.0,25.0,0.0
11936,553910,0.0,0.0,0.0
11937,553950,0.0,0.0,0.0
11938,553960,333.0,333.0,0.0
11939,554140,0.0,0.0,0.0
11940,554150,0.0,0.0,0.0
11941,554180,0.0,0.0,0.0
11942,554220,0.0,0.0,0.0
11943,554280,0.0,0.0,0.0
11944,554290,0.0,0.0,0.0
11945,554310,2112.0,3945.0,0.0
11946,554330,5.0,5.0,0.0
11947,554470,0.0,0.0,0.0
11948,554510,1388.0,1388.0,0.0
11949,554550,0.0,0.0,0.0
11950,554560,0.0,0.0,0.0
11951,554570,0.0,0.0,0.0
11952,554590,0.0,0.0,0.0
11953,554600,0.0,0.0,0.0
11954,554620,478.0,651.0,0.0
11955,554640,53.0,53.0,0.0
11956,554660,0.0,0.0,0.0
11957,554670,0.0,0.0,0.0
11958,554680,0.0,0.0,0.0
11959,554690,0.0,0.0,0.0
11960,554700,0.0,0.0,0.0
11961,554750,0.0,0.0,0.0
11962,554770,0.0,0.0,0.0
11963,554800,0.0,0.0,0.0
11964,554810,0.0,0.0,0.0
11965,554870,0.0,0.0,0.0
11966,554920,0.0,0.0,0.0
11967,554940,0.0,0.0,0.0
11968,555010,0.0,0.0,0.0
11969,555050,0.0,0.0,0.0
11970,555060,0.0,0.0,0.0
11971,555080,0.0,0.0,0.0
11972,555100,0.0,0.0,0.0
11973,555130,0.0,0.0,0.0
11974,555150,101.0,101.0,0.0
11975,555160,362.0,479.0,0.0
11976,555170,0.0,0.0,0.0
11977,555180,0.0,0.0,0.0
11978,555210,80.0,85.0,0.0
11979,555220,387.0,409.0,0.0
11980,555230,0.0,0.0,0.0
11981,555260,245.0,259.0,0.0
11982,555280,0.0,0.0,0.0
11983,555290,0.0,0.0,0.0
11984,555310,0.0,0.0,0.0
11985,555320,0.0,0.0,0.0
11986,555370,0.0,0.0,0.0
11987,555400,0.0,0.0,0.0
11988,555410,0.0,0.0,0.0
11989,555430,202.0,212.0,0.0
11990,555440,0.0,0.0,0.0
11991,555450,22.0,36.0,0.0
11992,555510,0.0,0.0,0.0
11993,555520,0.0,0.0,0.0
11994,555570,376.0,73.0,0.0
11995,555580,0.0,0.0,0.0
11996,555600,0.0,0.0,0.0
11997,555610,2.0,2.0,0.0
11998,555620,276.0,285.0,0.0
11999,555630,0.0,0.0,0.0
12000,555640,422.0,422.0,0.0
12001,555650,0.0,0.0,0.0
12002,555660,227.0,242.0,0.0
12003,555670,366.0,393.0,0.0
12004,555700,236.0,274.0,0.0
12005,555710,131.0,131.0,0.0
12006,555720,17.0,17.0,0.0
12007,555730,0.0,0.0,0.0
12008,555750,0.0,0.0,0.0
12009,555760,0.0,0.0,0.0
12010,555820,0.0,0.0,0.0
12011,555830,0.0,0.0,0.0
12012,555850,0.0,0.0,0.0
12013,555880,37.0,48.0,0.0
12014,555890,0.0,0.0,0.0
12015,555920,241.0,254.0,0.0
12016,555930,207.0,209.0,0.0
12017,555940,245.0,246.0,0.0
12018,555950,818.0,1103.0,0.0
12019,555970,0.0,0.0,0.0
12020,555980,285.0,294.0,0.0
12021,556000,0.0,0.0,0.0
12022,556010,334.0,334.0,0.0
12023,556050,0.0,0.0,0.0
12024,556070,254.0,258.0,0.0
12025,556090,0.0,0.0,0.0
12026,556110,257.0,266.0,0.0
12027,556120,391.0,246.0,0.0
12028,556130,0.0,0.0,0.0
12029,556140,0.0,0.0,0.0
12030,556160,188.0,205.0,0.0
12031,556180,27.0,29.0,0.0
12032,556190,0.0,0.0,0.0
12033,556230,0.0,0.0,0.0
12034,556250,0.0,0.0,0.0
12035,556260,0.0,0.0,0.0
12036,556280,748.0,1374.0,0.0
12037,556300,0.0,0.0,0.0
12038,556310,0.0,0.0,0.0
12039,556340,0.0,0.0,0.0
12040,556480,0.0,0.0,0.0
12041,556520,0.0,0.0,0.0
12042,556540,0.0,0.0,0.0
12043,556550,39.0,39.0,0.0
12044,556640,0.0,0.0,0.0
12045,556680,0.0,0.0,0.0
12046,556700,0.0,0.0,0.0
12047,556710,0.0,0.0,0.0
12048,556720,0.0,0.0,0.0
12049,556740,0.0,0.0,0.0
12050,556770,306.0,306.0,0.0
12051,556780,0.0,0.0,0.0
12052,556820,0.0,0.0,0.0
12053,556830,0.0,0.0,0.0
12054,556840,0.0,0.0,0.0
12055,556850,0.0,0.0,0.0
12056,556860,0.0,0.0,0.0
12057,556870,2138.0,4085.0,0.0
12058,556890,0.0,0.0,0.0
12059,556920,0.0,0.0,0.0
12060,556960,0.0,0.0,0.0
12061,556990,0.0,0.0,0.0
12062,557030,0.0,0.0,0.0
12063,557040,0.0,0.0,0.0
12064,557190,0.0,0.0,0.0
12065,557240,0.0,0.0,0.0
12066,557260,0.0,0.0,0.0
12067,557330,0.0,0.0,0.0
12068,557400,617.0,923.0,0.0
12069,557410,0.0,0.0,0.0
12070,557420,0.0,0.0,0.0
12071,557460,0.0,0.0,0.0
12072,557520,0.0,0.0,0.0
12073,557570,0.0,0.0,0.0
12074,557580,273.0,273.0,0.0
12075,557600,121.0,155.0,0.0
12076,557630,0.0,0.0,0.0
12077,557670,0.0,0.0,0.0
12078,557680,204.0,213.0,0.0
12079,557700,0.0,0.0,0.0
12080,557720,0.0,0.0,0.0
12081,557730,0.0,0.0,0.0
12082,557750,0.0,0.0,0.0
12083,557760,0.0,0.0,0.0
12084,557770,0.0,0.0,0.0
12085,557780,73.0,134.0,0.0
12086,557790,0.0,0.0,0.0
12087,557810,1061.0,1356.0,0.0
12088,557830,284.0,284.0,0.0
12089,557850,0.0,0.0,0.0
12090,557860,0.0,0.0,0.0
12091,557880,15.0,15.0,0.0
12092,557890,0.0,0.0,0.0
12093,557940,0.0,0.0,0.0
12094,557960,0.0,0.0,0.0
12095,557970,0.0,0.0,0.0
12096,558010,0.0,0.0,0.0
12097,558020,0.0,0.0,0.0
12098,558030,0.0,0.0,0.0
12099,558050,0.0,0.0,0.0
12100,558060,0.0,0.0,0.0
12101,558100,345.0,105.0,0.0
12102,558110,32.0,32.0,0.0
12103,558260,0.0,0.0,0.0
12104,558320,369.0,369.0,0.0
12105,558340,0.0,0.0,0.0
12106,558410,0.0,0.0,0.0
12107,558420,196.0,196.0,0.0
12108,558440,0.0,0.0,0.0
12109,558450,0.0,0.0,0.0
12110,558490,0.0,0.0,0.0
12111,558650,0.0,0.0,0.0
12112,558660,21.0,21.0,0.0
12113,558670,0.0,0.0,0.0
12114,558680,0.0,0.0,0.0
12115,558720,0.0,0.0,0.0
12116,558740,0.0,0.0,0.0
12117,558750,0.0,0.0,0.0
12118,558780,0.0,0.0,0.0
12119,558790,0.0,0.0,0.0
12120,558810,222.0,224.0,0.0
12121,558850,0.0,0.0,0.0
12122,558870,0.0,0.0,0.0
12123,558990,1096.0,1054.0,0.0
12124,559010,0.0,0.0,0.0
12125,559030,0.0,0.0,0.0
12126,559070,0.0,0.0,0.0
12127,559100,2016.0,2016.0,0.0
12128,559130,0.0,0.0,0.0
12129,559140,0.0,0.0,0.0
12130,559170,0.0,0.0,0.0
12131,559200,0.0,0.0,0.0
12132,559210,344.0,406.0,0.0
12133,559250,0.0,0.0,0.0
12134,559260,0.0,0.0,0.0
12135,559280,0.0,0.0,0.0
12136,559300,0.0,0.0,0.0
12137,559310,0.0,0.0,0.0
12138,559330,0.0,0.0,0.0
12139,559340,0.0,0.0,0.0
12140,559350,0.0,0.0,0.0
12141,559360,0.0,0.0,0.0
12142,559450,0.0,0.0,0.0
12143,559610,364.0,364.0,0.0
12144,559620,0.0,0.0,0.0
12145,559640,0.0,0.0,0.0
12146,559650,175.0,210.0,0.0
12147,559680,0.0,0.0,0.0
12148,559850,0.0,0.0,0.0
12149,559870,0.0,0.0,0.0
12150,559900,0.0,0.0,0.0
12151,559910,0.0,0.0,0.0
12152,559920,0.0,0.0,0.0
12153,559930,0.0,0.0,0.0
12154,559960,201.0,201.0,0.0
12155,559990,0.0,0.0,0.0
12156,560000,0.0,0.0,0.0
12157,560010,0.0,0.0,0.0
12158,560050,0.0,0.0,0.0
12159,560080,0.0,0.0,0.0
12160,560130,2234.0,2274.0,0.0
12161,560150,0.0,0.0,0.0
12162,560170,33.0,33.0,0.0
12163,560180,0.0,0.0,0.0
12164,560200,0.0,0.0,0.0
12165,560220,0.0,0.0,0.0
12166,560230,0.0,0.0,0.0
12167,560250,0.0,0.0,0.0
12168,560260,16.0,20.0,0.0
12169,560300,0.0,0.0,0.0
12170,560340,0.0,0.0,0.0
12171,560350,0.0,0.0,0.0
12172,560370,0.0,0.0,0.0
12173,560380,1273.0,149.0,0.0
12174,560430,0.0,0.0,0.0
12175,560510,0.0,0.0,0.0
12176,560550,0.0,0.0,0.0
12177,560570,0.0,0.0,0.0
12178,560600,0.0,0.0,0.0
12179,560640,0.0,0.0,0.0
12180,560710,167.0,167.0,0.0
12181,560720,0.0,0.0,0.0
12182,560730,0.0,0.0,0.0
12183,560740,0.0,0.0,0.0
12184,560750,0.0,0.0,0.0
12185,560760,0.0,0.0,0.0
12186,560770,0.0,0.0,0.0
12187,560790,0.0,0.0,0.0
12188,560820,0.0,0.0,0.0
12189,560870,0.0,0.0,0.0
12190,560930,0.0,0.0,0.0
12191,560960,0.0,0.0,0.0
12192,560970,0.0,0.0,0.0
12193,561000,0.0,0.0,0.0
12194,561010,0.0,0.0,0.0
12195,561080,36029.0,36029.0,0.0
12196,561100,2.0,2.0,0.0
12197,561110,16.0,16.0,0.0
12198,561120,14.0,14.0,0.0
12199,561190,0.0,0.0,0.0
12200,561230,0.0,0.0,0.0
12201,561260,0.0,0.0,0.0
12202,561340,0.0,0.0,0.0
12203,561360,0.0,0.0,0.0
12204,561420,0.0,0.0,0.0
12205,561450,0.0,0.0,0.0
12206,561480,0.0,0.0,0.0
12207,561510,4.0,4.0,0.0
12208,561590,0.0,0.0,0.0
12209,561600,0.0,0.0,0.0
12210,561610,0.0,0.0,0.0
12211,561680,0.0,0.0,0.0
12212,561690,0.0,0.0,0.0
12213,561740,0.0,0.0,0.0
12214,561770,0.0,0.0,0.0
12215,561930,0.0,0.0,0.0
12216,561970,0.0,0.0,0.0
12217,562010,86.0,157.0,0.0
12218,562050,0.0,0.0,0.0
12219,562090,0.0,0.0,0.0
12220,562160,0.0,0.0,0.0
12221,562220,237.0,288.0,0.0
12222,562230,722.0,722.0,0.0
12223,562240,216.0,214.0,0.0
12224,562250,0.0,0.0,0.0
12225,562260,0.0,0.0,0.0
12226,562270,198.0,221.0,0.0
12227,562280,0.0,0.0,0.0
12228,562290,0.0,0.0,0.0
12229,562310,0.0,0.0,0.0
12230,562320,0.0,0.0,0.0
12231,562330,0.0,0.0,0.0
12232,562360,305.0,324.0,0.0
12233,562410,14.0,14.0,0.0
12234,562420,0.0,0.0,0.0
12235,562430,232.0,241.0,0.0
12236,562450,0.0,0.0,0.0
12237,562460,0.0,0.0,0.0
12238,562470,493.0,493.0,0.0
12239,562480,0.0,0.0,0.0
12240,562490,223.0,223.0,0.0
12241,562500,0.0,0.0,0.0
12242,562520,244.0,257.0,0.0
12243,562540,0.0,0.0,0.0
12244,562570,217.0,217.0,0.0
12245,562600,285.0,301.0,0.0
12246,562640,210.0,212.0,0.0
12247,562660,216.0,216.0,0.0
12248,562670,0.0,0.0,0.0
12249,562680,0.0,0.0,0.0
12250,562690,0.0,0.0,0.0
12251,562700,0.0,0.0,0.0
12252,562730,314.0,314.0,0.0
12253,562740,0.0,0.0,0.0
12254,562760,260.0,271.0,0.0
12255,562800,0.0,0.0,0.0
12256,562810,303.0,427.0,0.0
12257,562840,0.0,0.0,0.0
12258,562860,0.0,0.0,0.0
12259,563120,226.0,226.0,0.0
12260,563130,0.0,0.0,0.0
12261,563150,277.0,282.0,0.0
12262,563160,0.0,0.0,0.0
12263,563170,0.0,0.0,0.0
12264,563180,0.0,0.0,0.0
12265,563190,0.0,0.0,0.0
12266,563200,0.0,0.0,0.0
12267,563250,0.0,0.0,0.0
12268,563260,0.0,0.0,0.0
12269,563270,0.0,0.0,0.0
12270,563320,0.0,0.0,0.0
12271,563330,0.0,0.0,0.0
12272,563340,0.0,0.0,0.0
12273,563360,0.0,0.0,0.0
12274,563370,0.0,0.0,0.0
12275,563380,0.0,0.0,0.0
12276,563390,0.0,0.0,0.0
12277,563400,0.0,0.0,0.0
12278,563410,0.0,0.0,0.0
12279,563430,0.0,0.0,0.0
12280,563470,0.0,0.0,0.0
12281,563490,0.0,0.0,0.0
12282,563500,0.0,0.0,0.0
12283,563520,279.0,283.0,0.0
12284,563550,0.0,0.0,0.0
12285,563560,117.0,99.0,0.0
12286,563610,0.0,0.0,0.0
12287,563680,0.0,0.0,0.0
12288,563710,0.0,0.0,0.0
12289,563750,0.0,0.0,0.0
12290,563760,0.0,0.0,0.0
12291,563810,0.0,0.0,0.0
12292,563830,0.0,0.0,0.0
12293,563860,0.0,0.0,0.0
12294,563910,0.0,0.0,0.0
12295,564010,0.0,0.0,0.0
12296,564040,0.0,0.0,0.0
12297,564050,0.0,0.0,0.0
12298,564070,0.0,0.0,0.0
12299,564080,285.0,285.0,0.0
12300,564090,0.0,0.0,0.0
12301,564100,0.0,0.0,0.0
12302,564140,0.0,0.0,0.0
12303,564150,0.0,0.0,0.0
12304,564160,0.0,0.0,0.0
12305,564210,273.0,273.0,0.0
12306,564230,1221.0,1221.0,0.0
12307,564280,6.0,6.0,0.0
12308,564330,0.0,0.0,0.0
12309,564340,0.0,0.0,0.0
