,appid,average_playtime,median_playtime,standard_deviation
19343,771860,0.0,0.0,0.0
19344,771920,0.0,0.0,0.0
19345,771950,0.0,0.0,0.0
19346,772060,0.0,0.0,0.0
19347,772070,1.0,1.0,0.0
19348,772080,0.0,0.0,0.0
19349,772090,0.0,0.0,0.0
19350,772100,0.0,0.0,0.0
19351,772160,0.0,0.0,0.0
19352,772180,0.0,0.0,0.0
19353,772200,0.0,0.0,0.0
19354,772210,0.0,0.0,0.0
19355,772220,0.0,0.0,0.0
19356,772230,0.0,0.0,0.0
19357,772240,0.0,0.0,0.0
19358,772270,0.0,0.0,0.0
19359,772290,0.0,0.0,0.0
19360,772300,0.0,0.0,0.0
19361,772320,0.0,0.0,0.0
19362,772340,0.0,0.0,0.0
19363,772360,0.0,0.0,0.0
19364,772420,0.0,0.0,0.0
19365,772430,0.0,0.0,0.0
19366,772440,0.0,0.0,0.0
19367,772460,0.0,0.0,0.0
19368,772470,0.0,0.0,0.0
19369,772480,0.0,0.0,0.0
19370,772500,0.0,0.0,0.0
19371,772530,0.0,0.0,0.0
19372,772600,0.0,0.0,0.0
19373,772610,0.0,0.0,0.0
19374,772650,0.0,0.0,0.0
19375,772670,0.0,0.0,0.0
19376,772680,0.0,0.0,0.0
19377,772700,0.0,0.0,0.0
19378,772730,0.0,0.0,0.0
19379,772740,0.0,0.0,0.0
19380,772750,0.0,0.0,0.0
19381,772990,0.0,0.0,0.0
19382,773010,0.0,0.0,0.0
19383,773090,0.0,0.0,0.0
19384,773120,0.0,0.0,0.0
19385,773130,0.0,0.0,0.0
19386,773150,0.0,0.0,0.0
19387,773170,0.0,0.0,0.0
19388,773210,0.0,0.0,0.0
19389,773230,0.0,0.0,0.0
19390,773240,45.0,45.0,0.0
19391,773320,0.0,0.0,0.0
19392,773330,0.0,0.0,0.0
19393,773360,0.0,0.0,0.0
19394,773390,57.0,57.0,0.0
19395,773420,0.0,0.0,0.0
19396,773430,0.0,0.0,0.0
19397,773440,0.0,0.0,0.0
19398,773490,0.0,0.0,0.0
19399,773510,0.0,0.0,0.0
19400,773520,0.0,0.0,0.0
19401,773530,0.0,0.0,0.0
19402,773540,0.0,0.0,0.0
19403,773570,0.0,0.0,0.0
19404,773580,0.0,0.0,0.0
19405,773590,0.0,0.0,0.0
19406,773610,0.0,0.0,0.0
19407,773620,0.0,0.0,0.0
19408,773640,0.0,0.0,0.0
19409,773650,0.0,0.0,0.0
19410,773660,0.0,0.0,0.0
19411,773670,0.0,0.0,0.0
19412,773710,0.0,0.0,0.0
19413,773770,0.0,0.0,0.0
19414,773870,0.0,0.0,0.0
19415,773910,0.0,0.0,0.0
19416,773930,0.0,0.0,0.0
19417,773951,1243.0,1263.0,0.0
19418,774051,0.0,0.0,0.0
19419,774091,571.0,573.0,0.0
19420,774121,0.0,0.0,0.0
19421,774131,0.0,0.0,0.0
19422,774141,0.0,0.0,0.0
19423,774161,0.0,0.0,0.0
19424,774191,0.0,0.0,0.0
19425,774201,0.0,0.0,0.0
19426,774221,0.0,0.0,0.0
19427,774231,0.0,0.0,0.0
19428,774261,0.0,0.0,0.0
19429,774281,0.0,0.0,0.0
19430,774321,0.0,0.0,0.0
19431,774331,0.0,0.0,0.0
19432,774351,0.0,0.0,0.0
19433,774401,0.0,0.0,0.0
19434,774411,0.0,0.0,0.0
19435,774421,0.0,0.0,0.0
19436,774441,9.0,9.0,0.0
19437,774451,0.0,0.0,0.0
19438,774461,108.0,156.0,0.0
19439,774501,0.0,0.0,0.0
19440,774511,0.0,0.0,0.0
19441,774531,0.0,0.0,0.0
19442,774541,0.0,0.0,0.0
19443,774551,0.0,0.0,0.0
19444,774561,0.0,0.0,0.0
19445,774711,0.0,0.0,0.0
19446,774721,0.0,0.0,0.0
19447,774731,0.0,0.0,0.0
19448,774781,0.0,0.0,0.0
19449,774811,0.0,0.0,0.0
19450,774831,0.0,0.0,0.0
19451,774861,0.0,0.0,0.0
19452,774891,0.0,0.0,0.0
19453,774901,0.0,0.0,0.0
19454,774911,0.0,0.0,0.0
19455,774921,0.0,0.0,0.0
19456,775200,0.0,0.0,0.0
19457,775220,1564.0,1564.0,0.0
19458,775270,0.0,0.0,0.0
19459,775310,0.0,0.0,0.0
19460,775320,0.0,0.0,0.0
19461,775430,0.0,0.0,0.0
19462,775460,0.0,0.0,0.0
19463,775490,0.0,0.0,0.0
19464,775520,0.0,0.0,0.0
19465,775530,0.0,0.0,0.0
19466,775570,0.0,0.0,0.0
19467,775690,17.0,17.0,0.0
19468,775720,0.0,0.0,0.0
19469,775730,0.0,0.0,0.0
19470,775760,0.0,0.0,0.0
19471,775790,0.0,0.0,0.0
19472,775810,0.0,0.0,0.0
19473,775820,0.0,0.0,0.0
19474,775850,0.0,0.0,0.0
19475,775860,0.0,0.0,0.0
19476,775900,0.0,0.0,0.0
19477,775910,0.0,0.0,0.0
19478,775940,282.0,524.0,0.0
19479,775960,0.0,0.0,0.0
19480,776000,0.0,0.0,0.0
19481,776020,0.0,0.0,0.0
19482,776040,0.0,0.0,0.0
19483,776080,2.1,2.1,0.0
19484,776100,0.0,0.0,0.0
19485,776160,0.0,0.0,0.0
19486,776190,0.0,0.0,0.0
19487,776290,0.0,0.0,0.0
19488,776320,1.0,1.0,0.0
19489,776340,0.0,0.0,0.0
19490,776360,0.0,0.0,0.0
19491,776370,0.0,0.0,0.0
19492,776390,0.0,0.0,0.0
19493,776410,0.0,0.0,0.0
19494,776430,0.0,0.0,0.0
19495,776440,0.0,0.0,0.0
19496,776450,0.0,0.0,0.0
19497,776490,672.0,717.0,0.0
19498,776510,0.0,0.0,0.0
19499,776540,0.0,0.0,0.0
19500,776550,0.0,0.0,0.0
19501,776580,0.0,0.0,0.0
19502,776600,0.0,0.0,0.0
19503,776610,0.0,0.0,0.0
19504,776670,0.0,0.0,0.0
19505,776720,3.0,3.0,0.0
19506,776740,0.0,0.0,0.0
19507,776780,0.0,0.0,0.0
19508,776790,0.0,0.0,0.0
19509,776820,0.0,0.0,0.0
19510,776830,0.0,0.0,0.0
19511,776890,0.0,0.0,0.0
19512,776920,0.0,0.0,0.0
19513,776960,0.0,0.0,0.0
19514,776970,0.0,0.0,0.0
19515,777000,0.0,0.0,0.0
19516,777020,0.0,0.0,0.0
19517,777040,0.0,0.0,0.0
19518,777050,0.0,0.0,0.0
19519,777090,0.0,0.0,0.0
19520,777100,0.0,0.0,0.0
19521,777130,0.0,0.0,0.0
19522,777140,0.0,0.0,0.0
19523,777150,0.0,0.0,0.0
19524,777160,0.0,0.0,0.0
19525,777200,0.0,0.0,0.0
19526,777220,0.0,0.0,0.0
19527,777240,0.0,0.0,0.0
19528,777250,0.0,0.0,0.0
19529,777270,0.0,0.0,0.0
19530,777310,0.0,0.0,0.0
19531,777340,0.0,0.0,0.0
19532,777350,0.0,0.0,0.0
19533,777360,0.0,0.0,0.0
19534,777380,0.0,0.0,0.0
19535,777400,0.0,0.0,0.0
19536,777420,0.0,0.0,0.0
19537,777430,0.0,0.0,0.0
19538,777530,0.0,0.0,0.0
19539,777540,0.0,0.0,0.0
19540,777550,0.0,0.0,0.0
19541,777560,0.0,0.0,0.0
19542,777580,0.0,0.0,0.0
19543,777590,0.0,0.0,0.0
19544,777610,0.0,0.0,0.0
19545,777620,0.0,0.0,0.0
19546,777640,0.0,0.0,0.0
19547,777650,0.0,0.0,0.0
19548,777660,0.0,0.0,0.0
19549,777730,0.0,0.0,0.0
19550,777760,0.0,0.0,0.0
19551,777770,399.0,399.0,0.0
19552,777790,0.0,0.0,0.0
19553,777820,0.0,0.0,0.0
19554,777850,0.0,0.0,0.0
19555,777860,0.0,0.0,0.0
19556,777870,0.0,0.0,0.0
19557,777880,0.0,0.0,0.0
19558,777900,0.0,0.0,0.0
19559,778000,0.0,0.0,0.0
19560,778030,0.0,0.0,0.0
19561,778050,0.0,0.0,0.0
19562,778080,0.0,0.0,0.0
19563,778110,0.0,0.0,0.0
19564,778120,0.0,0.0,0.0
19565,778150,0.0,0.0,0.0
19566,778230,0.0,0.0,0.0
19567,778240,0.0,0.0,0.0
19568,778250,0.0,0.0,0.0
19569,778260,0.0,0.0,0.0
19570,778270,0.0,0.0,0.0
19571,778330,0.0,0.0,0.0
19572,778340,0.0,0.0,0.0
19573,778360,0.0,0.0,0.0
19574,778390,0.0,0.0,0.0
19575,778400,0.0,0.0,0.0
19576,778410,0.0,0.0,0.0
19577,778420,1.0,1.0,0.0
19578,778450,0.0,0.0,0.0
19579,778460,0.0,0.0,0.0
19580,778470,0.0,0.0,0.0
19581,778540,0.0,0.0,0.0
19582,778550,0.0,0.0,0.0
19583,778570,0.0,0.0,0.0
19584,778580,0.0,0.0,0.0
19585,778590,0.0,0.0,0.0
19586,778610,177.0,177.0,0.0
19587,778640,0.0,0.0,0.0
19588,778650,0.0,0.0,0.0
19589,778700,105.0,161.0,0.0
19590,778710,0.0,0.0,0.0
19591,778760,0.0,0.0,0.0
19592,778770,0.0,0.0,0.0
19593,778800,0.0,0.0,0.0
19594,778810,0.0,0.0,0.0
19595,778830,0.0,0.0,0.0
19596,778840,156.0,309.0,0.0
19597,778850,0.0,0.0,0.0
19598,778860,0.0,0.0,0.0
19599,778870,0.0,0.0,0.0
19600,778900,0.0,0.0,0.0
19601,778910,9.0,9.0,0.0
19602,778930,0.0,0.0,0.0
19603,779050,0.0,0.0,0.0
19604,779060,0.0,0.0,0.0
19605,779070,0.0,0.0,0.0
19606,779090,0.0,0.0,0.0
19607,779100,0.0,0.0,0.0
19608,779110,0.0,0.0,0.0
19609,779130,0.0,0.0,0.0
19610,779140,0.0,0.0,0.0
19611,779150,0.0,0.0,0.0
19612,779160,0.0,0.0,0.0
19613,779190,0.0,0.0,0.0
19614,779220,0.0,0.0,0.0
19615,779240,0.0,0.0,0.0
19616,779250,4.0,4.0,0.0
19617,779300,0.0,0.0,0.0
19618,779310,0.0,0.0,0.0
19619,779320,0.0,0.0,0.0
19620,779330,0.0,0.0,0.0
19621,779360,0.0,0.0,0.0
19622,779390,0.0,0.0,0.0
19623,779410,0.0,0.0,0.0
19624,779420,0.0,0.0,0.0
19625,779430,0.0,0.0,0.0
19626,779550,0.0,0.0,0.0
19627,779560,0.0,0.0,0.0
19628,779570,0.0,0.0,0.0
19629,779580,0.0,0.0,0.0
19630,779590,0.0,0.0,0.0
19631,779620,0.0,0.0,0.0
19632,779640,140.0,140.0,0.0
19633,779650,22.0,24.0,0.0
19634,779700,0.0,0.0,0.0
19635,779730,0.0,0.0,0.0
19636,779760,0.0,0.0,0.0
19637,779780,0.0,0.0,0.0
19638,779790,0.0,0.0,0.0
19639,779800,0.0,0.0,0.0
19640,779840,0.0,0.0,0.0
19641,779850,0.0,0.0,0.0
19642,779870,0.0,0.0,0.0
19643,779960,0.0,0.0,0.0
19644,779990,0.0,0.0,0.0
19645,780000,0.0,0.0,0.0
19646,780080,0.0,0.0,0.0
19647,780100,0.0,0.0,0.0
19648,780120,37.0,37.0,0.0
19649,780160,0.0,0.0,0.0
19650,780210,0.0,0.0,0.0
19651,780220,0.0,0.0,0.0
19652,780230,0.0,0.0,0.0
19653,780260,0.0,0.0,0.0
19654,780280,0.0,0.0,0.0
19655,780320,0.0,0.0,0.0
19656,780330,0.0,0.0,0.0
19657,780350,0.0,0.0,0.0
19658,780360,0.0,0.0,0.0
19659,780380,0.0,0.0,0.0
19660,780390,0.0,0.0,0.0
19661,780410,0.0,0.0,0.0
19662,780440,0.0,0.0,0.0
19663,780500,0.0,0.0,0.0
19664,780520,0.0,0.0,0.0
19665,780570,0.0,0.0,0.0
19666,780580,0.0,0.0,0.0
19667,780630,0.0,0.0,0.0
19668,780690,0.0,0.0,0.0
19669,780710,0.0,0.0,0.0
19670,780740,0.0,0.0,0.0
19671,780750,0.0,0.0,0.0
19672,780760,0.0,0.0,0.0
19673,780800,0.0,0.0,0.0
19674,780840,0.0,0.0,0.0
19675,780850,0.0,0.0,0.0
19676,780970,0.0,0.0,0.0
19677,781000,0.0,0.0,0.0
19678,781030,0.0,0.0,0.0
19679,781040,0.0,0.0,0.0
19680,781050,0.0,0.0,0.0
19681,781100,0.0,0.0,0.0
19682,781110,0.0,0.0,0.0
19683,781130,0.0,0.0,0.0
19684,781220,0.0,0.0,0.0
19685,781230,0.0,0.0,0.0
19686,781240,0.0,0.0,0.0
19687,781250,0.0,0.0,0.0
19688,781260,0.0,0.0,0.0
19689,781270,0.0,0.0,0.0
19690,781280,0.0,0.0,0.0
19691,781290,0.0,0.0,0.0
19692,781310,0.0,0.0,0.0
19693,781320,0.0,0.0,0.0
19694,781380,0.0,0.0,0.0
19695,781440,9.0,9.0,0.0
19696,781480,0.0,0.0,0.0
19697,781490,0.0,0.0,0.0
19698,781500,0.0,0.0,0.0
19699,781520,0.0,0.0,0.0
19700,781560,0.0,0.0,0.0
19701,781590,0.0,0.0,0.0
19702,781610,4.0,4.0,0.0
19703,781630,0.0,0.0,0.0
19704,781640,0.0,0.0,0.0
19705,781650,0.0,0.0,0.0
19706,781660,0.0,0.0,0.0
19707,781670,0.0,0.0,0.0
19708,781680,0.0,0.0,0.0
19709,781700,0.0,0.0,0.0
19710,781760,0.0,0.0,0.0
19711,781780,0.0,0.0,0.0
19712,781800,0.0,0.0,0.0
19713,781810,0.0,0.0,0.0
19714,781820,0.0,0.0,0.0
19715,781860,0.0,0.0,0.0
19716,781880,0.0,0.0,0.0
19717,781890,0.0,0.0,0.0
19718,781930,0.0,0.0,0.0
19719,781950,0.0,0.0,0.0
19720,781990,0.0,0.0,0.0
19721,782020,0.0,0.0,0.0
19722,782050,0.0,0.0,0.0
19723,782080,0.0,0.0,0.0
19724,782100,0.0,0.0,0.0
19725,782120,0.0,0.0,0.0
19726,782130,0.0,0.0,0.0
19727,782140,0.0,0.0,0.0
19728,782160,0.0,0.0,0.0
19729,782180,0.0,0.0,0.0
19730,782190,0.0,0.0,0.0
19731,782210,0.0,0.0,0.0
19732,782280,0.0,0.0,0.0
19733,782300,0.0,0.0,0.0
19734,782320,0.0,0.0,0.0
19735,782340,0.0,0.0,0.0
19736,782380,0.0,0.0,0.0
19737,782410,0.0,0.0,0.0
19738,782450,0.0,0.0,0.0
19739,782460,0.0,0.0,0.0
19740,782510,0.0,0.0,0.0
19741,782570,0.0,0.0,0.0
19742,782610,0.0,0.0,0.0
19743,782630,0.0,0.0,0.0
19744,782650,0.0,0.0,0.0
19745,782660,13.0,13.0,0.0
19746,782670,0.0,0.0,0.0
19747,782690,0.0,0.0,0.0
19748,782700,0.0,0.0,0.0
19749,783050,15.0,15.0,0.0
19750,783060,0.0,0.0,0.0
19751,783070,0.0,0.0,0.0
19752,783090,0.0,0.0,0.0
19753,783120,0.0,0.0,0.0
19754,783140,0.0,0.0,0.0
19755,783170,0.0,0.0,0.0
19756,783180,0.0,0.0,0.0
19757,783200,0.0,0.0,0.0
19758,783210,0.0,0.0,0.0
19759,783220,0.0,0.0,0.0
19760,783230,0.0,0.0,0.0
19761,783240,7.0,7.0,0.0
19762,783250,0.0,0.0,0.0
19763,783260,0.0,0.0,0.0
19764,783270,0.0,0.0,0.0
19765,783310,0.0,0.0,0.0
19766,783330,0.0,0.0,0.0
19767,783420,0.0,0.0,0.0
19768,783440,0.0,0.0,0.0
19769,783450,0.0,0.0,0.0
19770,783470,0.0,0.0,0.0
19771,783590,0.0,0.0,0.0
19772,783600,0.0,0.0,0.0
19773,783650,0.0,0.0,0.0
19774,783720,0.0,0.0,0.0
19775,783790,0.0,0.0,0.0
19776,783810,97.0,97.0,0.0
19777,783860,0.0,0.0,0.0
19778,783890,0.0,0.0,0.0
19779,783900,0.0,0.0,0.0
19780,783920,0.0,0.0,0.0
19781,783940,0.0,0.0,0.0
19782,783960,0.0,0.0,0.0
19783,783980,0.0,0.0,0.0
19784,784000,2.0,2.0,0.0
19785,784010,0.0,0.0,0.0
19786,784050,0.0,0.0,0.0
19787,784100,0.0,0.0,0.0
19788,784130,0.0,0.0,0.0
19789,784150,0.0,0.0,0.0
19790,784180,0.0,0.0,0.0
19791,784940,15.0,15.0,0.0
19792,784950,11.0,11.0,0.0
19793,785030,0.0,0.0,0.0
19794,785070,0.0,0.0,0.0
19795,785100,0.0,0.0,0.0
19796,785110,0.0,0.0,0.0
19797,785130,1.0,1.0,0.0
19798,785140,0.0,0.0,0.0
19799,785480,0.0,0.0,0.0
19800,785560,0.0,0.0,0.0
19801,785590,0.0,0.0,0.0
19802,785610,0.0,0.0,0.0
19803,785640,0.0,0.0,0.0
19804,785660,0.0,0.0,0.0
19805,785670,0.0,0.0,0.0
19806,785680,0.0,0.0,0.0
19807,785690,0.0,0.0,0.0
19808,785740,386.0,386.0,0.0
19809,785750,0.0,0.0,0.0
19810,785780,0.0,0.0,0.0
19811,785840,0.0,0.0,0.0
19812,785850,0.0,0.0,0.0
19813,785870,0.0,0.0,0.0
19814,785880,0.0,0.0,0.0
19815,785890,0.0,0.0,0.0
19816,785920,0.0,0.0,0.0
19817,785930,0.0,0.0,0.0
19818,785940,0.0,0.0,0.0
19819,785950,0.0,0.0,0.0
19820,785960,0.0,0.0,0.0
19821,786090,0.0,0.0,0.0
19822,786100,0.0,0.0,0.0
19823,786120,0.0,0.0,0.0
19824,786130,0.0,0.0,0.0
19825,786140,0.0,0.0,0.0
19826,786170,0.0,0.0,0.0
19827,786180,0.0,0.0,0.0
19828,786280,0.0,0.0,0.0
19829,786290,0.0,0.0,0.0
19830,786330,0.0,0.0,0.0
19831,786340,0.0,0.0,0.0
19832,786350,0.0,0.0,0.0
19833,786370,1.0,1.0,0.0
19834,786390,0.0,0.0,0.0
19835,786400,0.0,0.0,0.0
19836,786410,0.0,0.0,0.0
19837,786420,0.0,0.0,0.0
19838,786450,0.0,0.0,0.0
19839,786470,0.0,0.0,0.0
19840,786490,0.0,0.0,0.0
19841,786510,0.0,0.0,0.0
19842,786520,1687.0,2455.0,0.0
19843,786560,0.0,0.0,0.0
19844,786570,0.0,0.0,0.0
19845,786580,0.0,0.0,0.0
19846,786590,0.0,0.0,0.0
19847,786620,0.0,0.0,0.0
19848,786630,0.0,0.0,0.0
19849,786650,0.0,0.0,0.0
19850,786670,0.0,0.0,0.0
19851,786680,0.0,0.0,0.0
19852,786690,0.0,0.0,0.0
19853,786710,0.0,0.0,0.0
19854,786720,0.0,0.0,0.0
19855,786740,0.0,0.0,0.0
19856,786750,0.0,0.0,0.0
19857,786770,0.0,0.0,0.0
19858,786800,0.0,0.0,0.0
19859,786820,0.0,0.0,0.0
19860,786840,0.0,0.0,0.0
19861,786850,0.0,0.0,0.0
19862,786910,0.0,0.0,0.0
19863,786940,0.0,0.0,0.0
19864,786950,0.0,0.0,0.0
19865,786980,0.0,0.0,0.0
19866,786990,0.0,0.0,0.0
19867,787040,258.0,258.0,0.0
19868,787050,0.0,0.0,0.0
19869,787070,0.0,0.0,0.0
19870,787100,0.0,0.0,0.0
19871,787110,0.0,0.0,0.0
19872,787140,0.0,0.0,0.0
19873,787170,0.0,0.0,0.0
19874,787190,0.0,0.0,0.0
19875,787200,0.0,0.0,0.0
19876,787220,0.0,0.0,0.0
19877,787240,0.0,0.0,0.0
19878,787250,0.0,0.0,0.0
19879,787260,0.0,0.0,0.0
19880,787370,0.0,0.0,0.0
19881,787390,0.0,0.0,0.0
19882,787400,0.0,0.0,0.0
19883,787420,0.0,0.0,0.0
19884,787430,0.0,0.0,0.0
19885,787440,0.0,0.0,0.0
19886,787450,65.0,68.0,0.0
19887,787460,0.0,0.0,0.0
19888,787480,0.0,0.0,0.0
19889,787530,0.0,0.0,0.0
19890,787550,0.0,0.0,0.0
19891,787570,0.0,0.0,0.0
19892,787620,0.0,0.0,0.0
19893,787640,0.0,0.0,0.0
19894,787650,0.0,0.0,0.0
19895,787690,0.0,0.0,0.0
19896,787710,0.0,0.0,0.0
19897,787720,0.0,0.0,0.0
19898,787730,0.0,0.0,0.0
19899,787740,0.0,0.0,0.0
19900,787750,0.0,0.0,0.0
19901,787780,0.0,0.0,0.0
19902,787790,0.0,0.0,0.0
19903,787840,0.0,0.0,0.0
19904,787860,1164.0,1394.0,0.0
19905,787930,0.0,0.0,0.0
19906,787960,27.0,27.0,0.0
19907,787970,0.0,0.0,0.0
19908,787980,0.0,0.0,0.0
19909,787990,0.0,0.0,0.0
19910,788020,0.0,0.0,0.0
19911,788050,0.0,0.0,0.0
19912,788120,0.0,0.0,0.0
19913,788130,187.0,187.0,0.0
19914,788150,0.0,0.0,0.0
19915,788180,0.0,0.0,0.0
19916,788190,0.0,0.0,0.0
19917,788200,0.0,0.0,0.0
19918,788210,0.0,0.0,0.0
19919,788250,0.0,0.0,0.0
19920,788270,0.0,0.0,0.0
19921,788310,0.0,0.0,0.0
19922,788320,0.0,0.0,0.0
19923,788330,0.0,0.0,0.0
19924,788350,0.0,0.0,0.0
19925,788380,0.0,0.0,0.0
19926,788390,0.0,0.0,0.0
19927,788410,0.0,0.0,0.0
19928,788420,0.0,0.0,0.0
19929,788470,0.0,0.0,0.0
19930,788480,0.0,0.0,0.0
19931,788490,0.0,0.0,0.0
19932,788500,0.0,0.0,0.0
19933,788510,0.0,0.0,0.0
19934,788520,0.0,0.0,0.0
19935,788540,0.0,0.0,0.0
19936,788610,0.0,0.0,0.0
19937,788630,0.0,0.0,0.0
19938,788640,0.0,0.0,0.0
19939,788690,606.0,606.0,0.0
19940,788700,0.0,0.0,0.0
19941,788720,0.0,0.0,0.0
19942,788730,0.0,0.0,0.0
19943,788740,0.0,0.0,0.0
19944,788760,0.0,0.0,0.0
19945,788770,41.0,46.0,0.0
19946,788800,0.0,0.0,0.0
19947,788810,0.0,0.0,0.0
19948,788820,0.0,0.0,0.0
19949,788870,0.0,0.0,0.0
19950,788880,55.0,24.0,0.0
19951,788890,0.0,0.0,0.0
19952,788900,0.0,0.0,0.0
19953,788910,15.0,15.0,0.0
19954,788930,0.0,0.0,0.0
19955,788960,0.0,0.0,0.0
19956,788970,0.0,0.0,0.0
19957,789050,0.0,0.0,0.0
19958,789090,0.0,0.0,0.0
19959,789100,0.0,0.0,0.0
19960,789110,0.0,0.0,0.0
19961,789120,0.0,0.0,0.0
19962,789200,0.0,0.0,0.0
19963,789210,0.0,0.0,0.0
19964,789220,0.0,0.0,0.0
19965,789240,0.0,0.0,0.0
19966,789260,0.0,0.0,0.0
19967,789270,0.0,0.0,0.0
19968,789280,0.0,0.0,0.0
19969,789290,0.0,0.0,0.0
19970,789480,0.0,0.0,0.0
19971,789490,0.0,0.0,0.0
19972,789510,0.0,0.0,0.0
19973,789520,0.0,0.0,0.0
19974,789540,0.0,0.0,0.0
19975,789550,0.0,0.0,0.0
19976,789570,0.0,0.0,0.0
19977,789600,0.0,0.0,0.0
19978,789610,0.0,0.0,0.0
19979,789620,0.0,0.0,0.0
19980,789670,0.0,0.0,0.0
19981,789680,0.0,0.0,0.0
19982,789700,0.0,0.0,0.0
19983,789720,0.0,0.0,0.0
19984,789730,0.0,0.0,0.0
19985,789740,0.0,0.0,0.0
19986,789750,0.0,0.0,0.0
19987,789760,0.0,0.0,0.0
19988,789880,0.0,0.0,0.0
19989,789890,0.0,0.0,0.0
19990,789900,0.0,0.0,0.0
19991,789910,0.0,0.0,0.0
19992,789930,0.0,0.0,0.0
19993,789950,0.0,0.0,0.0
19994,789970,0.0,0.0,0.0
19995,789980,0.0,0.0,0.0
19996,790020,0.0,0.0,0.0
19997,790050,0.0,0.0,0.0
19998,790060,0.0,0.0,0.0
19999,790080,0.0,0.0,0.0
20000,790120,0.0,0.0,0.0
20001,790130,0.0,0.0,0.0
20002,790160,0.0,0.0,0.0
20003,790170,0.0,0.0,0.0
20004,790210,0.0,0.0,0.0
20005,790230,0.0,0.0,0.0
20006,790260,0.0,0.0,0.0
20007,790290,0.0,0.0,0.0
20008,790300,0.0,0.0,0.0
20009,790350,0.0,0.0,0.0
20010,790390,0.0,0.0,0.0
20011,790450,0.0,0.0,0.0
20012,790540,0.0,0.0,0.0
20013,790550,0.0,0.0,0.0
20014,790570,0.0,0.0,0.0
20015,790600,54.0,54.0,0.0
20016,790630,0.0,0.0,0.0
20017,790660,0.0,0.0,0.0
20018,790700,0.0,0.0,0.0
20019,790710,251.0,308.0,0.0
20020,790740,162.0,162.0,0.0
20021,790750,0.0,0.0,0.0
20022,790760,0.0,0.0,0.0
20023,790790,1.0,1.0,0.0
20024,790800,0.0,0.0,0.0
20025,790810,0.0,0.0,0.0
20026,790820,0.0,0.0,0.0
20027,790840,0.0,0.0,0.0
20028,790850,0.0,0.0,0.0
20029,790860,0.0,0.0,0.0
20030,790930,0.0,0.0,0.0
20031,790950,0.0,0.0,0.0
20032,790960,0.0,0.0,0.0
20033,791000,0.0,0.0,0.0
20034,791020,0.0,0.0,0.0
20035,791050,0.0,0.0,0.0
20036,791140,0.0,0.0,0.0
20037,791150,0.0,0.0,0.0
20038,791160,0.0,0.0,0.0
20039,791180,0.0,0.0,0.0
20040,791290,0.0,0.0,0.0
20041,791300,0.0,0.0,0.0
20042,791320,0.0,0.0,0.0
20043,791330,0.0,0.0,0.0
20044,791340,0.0,0.0,0.0
20045,791350,13.0,13.0,0.0
20046,791370,0.0,0.0,0.0
20047,791380,0.0,0.0,0.0
20048,791400,0.0,0.0,0.0
20049,791430,0.0,0.0,0.0
20050,791470,0.0,0.0,0.0
20051,791490,0.0,0.0,0.0
20052,791500,0.0,0.0,0.0
20053,791540,0.0,0.0,0.0
20054,791570,0.0,0.0,0.0
20055,791590,262.0,262.0,0.0
20056,791600,0.0,0.0,0.0
20057,791700,0.0,0.0,0.0
20058,791740,0.0,0.0,0.0
20059,791750,0.0,0.0,0.0
20060,791760,0.0,0.0,0.0
20061,791770,0.0,0.0,0.0
20062,791790,0.0,0.0,0.0
20063,791800,0.0,0.0,0.0
20064,791930,46.0,51.0,0.0
20065,791950,0.0,0.0,0.0
20066,791960,0.0,0.0,0.0
20067,791970,0.0,0.0,0.0
20068,791990,0.0,0.0,0.0
20069,792000,0.0,0.0,0.0
20070,792030,0.0,0.0,0.0
20071,792050,0.0,0.0,0.0
20072,792060,0.0,0.0,0.0
20073,792070,0.0,0.0,0.0
20074,792080,0.0,0.0,0.0
20075,792100,264.0,264.0,0.0
20076,792160,0.0,0.0,0.0
20077,792190,0.0,0.0,0.0
20078,792230,0.0,0.0,0.0
20079,792320,0.0,0.0,0.0
20080,792340,0.0,0.0,0.0
20081,792350,0.0,0.0,0.0
20082,792370,0.0,0.0,0.0
20083,792400,0.0,0.0,0.0
20084,792410,0.0,0.0,0.0
20085,792480,0.0,0.0,0.0
20086,792500,0.0,0.0,0.0
20087,792560,0.0,0.0,0.0
20088,792570,0.0,0.0,0.0
20089,792640,0.0,0.0,0.0
20090,792650,0.0,0.0,0.0
20091,792660,0.0,0.0,0.0
20092,792670,0.0,0.0,0.0
20093,792680,0.0,0.0,0.0
20094,792710,0.0,0.0,0.0
20095,792720,0.0,0.0,0.0
20096,792760,0.0,0.0,0.0
20097,792800,0.0,0.0,0.0
20098,792810,0.0,0.0,0.0
20099,792820,0.0,0.0,0.0
20100,792850,0.0,0.0,0.0
20101,792860,0.0,0.0,0.0
20102,792870,0.0,0.0,0.0
20103,792880,0.0,0.0,0.0
20104,792900,0.0,0.0,0.0
20105,792930,0.0,0.0,0.0
20106,792940,0.0,0.0,0.0
20107,792970,0.0,0.0,0.0
20108,792990,0.0,0.0,0.0
20109,793000,0.0,0.0,0.0
20110,793010,0.0,0.0,0.0
20111,793030,0.0,0.0,0.0
20112,793050,0.0,0.0,0.0
20113,793150,0.0,0.0,0.0
20114,793180,0.0,0.0,0.0
20115,793200,0.0,0.0,0.0
20116,793210,0.0,0.0,0.0
20117,793220,0.0,0.0,0.0
20118,793240,0.0,0.0,0.0
